Lithic ID,TA,Main,,,,Metrics,,,,,,,Implement Description,,,,,,,,,,,,,,Platform Typology,Removal blank,Core Typology,Termination,Comments,Photo Number,Sketch Number
,,Raw Material,Colour/Grain/Opacity,Pattern,Cortex (%),Weight (g),Length (mm),Width (mm),Thickness (mm),Bulb Thickness (mm),Platform Thickness (mm),platform Length (mm),Eraillure,Typology,Utilization,Retouch,Retouch Position,Retouch Localization,Retouch Distribution,Retouch Intensity,Retouch ANGLE,RETOUCH MORPHOLOGY,SHINE,Blank,Breakage,Num of Scars on Cores,,,,,,,
693,45,,,,0,,20.2,10.4,3.5,,,,,,1,0,,,,,,,0,BLADELET-MED,,,BURNT,,,,BURNT,,
481,45,,,,0,,23,10,3.4,,,,,,0,0,,,,,,,0,BLADELT-MED,,,,,,,,,
445,45,,,,0,,30.4,9.8,1.9,,,,,,0,0,,,,,,,0,BLADELET-DIS,,,,,,,TERMAL EFFECT,,
627,45,,,,0,,18.6,8.8,1.6,,,,,,0,0,,,,,,,0,BLADELET-MED,,,,,,,BURNT,,
608,45,,,,0,,25.7,9.5,2.7,3.2,4.8,1.7,0,,0,0,,,,,,,0,BLADELET-PRO,,,LINEAR,,,,,,
660,45,,,,0,,15.8,10.2,1.4,2.7,3.8,1.3,1,,0,0,,,,,,,0,BLADELET-PRO,,,LINEAR,,,,,,
569,45,,,,0,,23.9,8.6,2.4,2.8,2.2,0.8,0,,1,0,,,,,,,0,BLADELET,,,PUNCTIFORM,,,,BREAKAGE ON DISTAL,,
589,45,,,,0,,22.8,7.4,1.3,1.8,,,0,,0,0,,,,,,,0,BLADELET-PRO,,,PUNCTIFORM,,,,,,
519,45,,,,0,,18.5,9.1,2.6,,,,,,1,0,,,,,,,0,BLADELET-MED,,,,,,,HEAVILY USED,,
625,45,,,,0,,12.6,6.9,1.7,,,,,,0,0,,,,,,,0,BLADELET-MED,,,,,,,,,
664,45,,,,0,,22.4,5.8,1,1.5,,,1,,0,0,,,,,,,0,BLADELET,,,PUNCTIFORM,,,,,,
531,45,,,,0,,18.4,6.8,2,,,,,,0,0,,,,,,,0,BLADELET-MED,,,,,,,,,
592,45,,,,0,,26,9.2,2.4,,,,,,0,0,,,,,,,0,BLADELET-PRO,,,,,,,,,
635,45,,,,0,,22.1,12,2.3,2.8,3.4,1.1,0,,0,0,,,,,,,0,BLADELET-PRO,,,LINEAR,,,,,,
489,45,,,,0,,42.9,11.8,2,,,,,,0,0,,,,,,,0,BLADELET-PRO,,,BROKEN,,,,,,
529,45,,,,0,,34.2,10.5,2.4,2.7,2.9,0.7,,,0,0,,,,,,,0,BLADELET-PRO,,,LINEAR,,,,,,
477,45,,,,0,,48.3,11,3.2,3.4,2.6,1.9,0,,0,0,,,,,,,0,BLADELET,,,PUNCTIFORM,,,,BRAKAGE ON DISTAL,,
607,45,,,,0,,31.7,8.8,2.5,2.6,3.7,0.9,0,,1,0,,,,,,,0,BLADELET-PRO,,,LINEAR,,,,,,
626,45,,,,0,,25,10,2.2,2.6,3.6,1.3,0,,0,0,,,,,,,0,BLADELT-PRO,,,LINEAR,,,,,,
516,45,,,,0,,31,12.9,3.4,,,,,,0,0,,,,,,,0,BLADELET-DIS,,,,,,,,,
506,45,,,,0,,16.5,9.2,2.3,2.5,,,1,NOTCH,0,1,DIRECT,,CONTINOUS,SHORT,ABRUPT,SUB-PARALLEL,0,BLADELET-PRO,,,?,,,,,,
470,45,,,,0,,43.2,13.3,4.8,,,,,,0,0,,,,,,,0,BLADELET-DIS,,,,,,,,,
499,45,,,,0,,8.8,9.5,1,,,,,,0,0,,,,,,,0,BLADELET-MED,,,,,,,,,
614,45,,,,0,,29.8,11.9,2.7,3.9,2.6,1.2,1,,1,0,,,,,,,0,BLADELET-PRO,,,PUNCTIFORM,,,,,,
540,45,,,,0,,26.9,7.4,1.7,2,3.9,1,1,,0,0,,,,,,,0,BLADELET-PRO,,,LINEAR,,,,,,
600,45,,,,0,,9.4,9.9,1.5,,,,,,0,0,,,,,,,0,BLADELET-MED,,,,,,,,,
620,45,,,,0,,16.8,5.2,1.2,,,,,,0,0,,,,,,,0,BLADELET-MED,,,,,,,,,
480,45,,,,0,,50,12.3,2.7,,,,,,0,0,,,,,,,0,BLADELET-DIS,,,,,,,,,
570,45,,,,0,,33.9,16,2.9,3.5,4.4,1.4,0,,0,0,,,,,,,0,BLADELET-PRO,,,LINEAR,,,,,,
455,45,,,,0,,41.2,12.6,3,3.5,4.6,2.4,0,,1,0,,,,,,,0,BLADELET-PRO,,,PLAIN,,,,,,
485,45,,,,0,,39.8,13.3,3.9,4.2,5.4,2,0,,0,0,,,,,,,0,BLADELET-PRO,,,PLAIN,,,,,,
611,45,,,,0,,17.8,8.3,2.3,,,,,,0,0,,,,,,,0,BLADELET-MED,,,,,,,,,
507,45,,,,0,,40.7,14.8,3.7,4.2,5.2,1.2,0,,1,0,,,,,,,0,BLADELET-PRO,,,PLAIN (?),,,,,,
525,45,,,,0,,19.1,9.4,1.6,,,,,,1,0,,,,,,,0,BLADELET-MED,,,,,,,,,
545,45,,,,0,,13.8,8.8,1.4,,,,,,0,0,,,,,,,0,BLADELET-MED,,,,,,,,,
471,45,,,,0,,26.1,11.6,2.2,,,,,,0,0,,,,,,,0,BLADELET-MED,,,,,,,,,
601,45,,,,0,,26.4,12.4,2.3,2.5,3.8,0.9,,,1,0,,,,,,,0,BLADELET-PRO,,,?,,,,,,
581,45,,,,0,,23,6.3,1.2,,,,,,0,0,,,,,,,0,BLADELET-DIS,,,,,,,,,
582,45,,,,0,,20.6,12.5,4.1,,,,,,1,0,,,,,,,0,BLADELET-MED,,,,,,,,,
543,45,,,,0,,13.1,8.8,2.1,,,,,,0,0,,,,,,,0,BLADELET-MED,,,,,,,,,
677,45,,,,0,,21.4,6.8,1.4,,,,,,0,0,,,,,,,0,BLADELET-MED,,,,,,,,,
532,45,,,,0,,29.3,7.4,1.5,,,,,,1,0,,,,,,,0,BLADELET-MED,,,,,,,,,
515,45,,,,0,,37.9,10.8,2.7,3,2.5,1,0,,0,0,,,,,,,0,BLADELET-MED,,,,,,,,,
557,45,,,,0,,18,11.1,3.2,,,,,,1,0,,,,,,,0,BLADELET-MED,,,,,,,,,
467,45,,,,0,,23,3.8,1.1,1.3,,,,,0,0,,,,,,,0,BLADELET-MED,,,PUNCTIFORM,,,,,,
555,45,,,,0,,15.7,10.2,2.1,,,,,,1,0,,,,,,,0,BLADELET-MED,,,,,,,HEAVILY USED/ BURNT,,
587,45,,,,0,,16,7.3,1.6,,,,,,1,0,,,,,,,0,BLADELET-MED,,,,,,,,,
441,45,,,,0,,22.2,8.4,1.9,2.2,,,,,,,,,,,,,0,BLADELET,,,,,,,,,
684,45,,,,0,,17.1,9.1,1.9,,,,,,0,0,,,,,,,0,BLADELET-MED,,,,,,,,,
556,45,,,,0,,24.3,8.8,3,,,,,,0,0,,,,,,,0,BLADELET-DIS,,,,,,,,,
682,45,,,,0,,28.3,11.2,2.3,,,,,,0,0,,,,,,,0,BLADELET- DIS,,,,,,,,,
461,45,,,,0,,30.7,9.7,2.9,3.1,2.9,1.2,,,1,0,,,,,,,0,BLADELET-PRO,,,PUNCTIFORM,,,,,,
694,45,,,,0,,21.3,7.2,1.1,1.1,1.7,0.7,,,0,0,,,,,,,0,BLADELET-PRO,,,PUNCTIFORM,,,,,,
541,45,,,,0,,25.8,12.8,3.1,,,,,,1,0,,,,,,,0,BLADELET-MED,1,,,,,,HEAVILY USED,,
486,45,,,,0,,31.6,10.6,2,1.6,3.9,1.1,0,,1,0,,,,,,,1,BLADELET-PRO,0,,LINEAR?,,,,,,
468,45,,,,0,,20.5,9.2,1.2,1.5,4,0.7,1,,0,0,,,,,,,0,BLADELET-PRO,0,,LINEAR,,,,,,
483,45,,,,0,,30,9.7,2.6,3.4,2.9,1.2,0,,1,0,,,,,,,0,BLADELET-PRO,0,,LINEAR,,,,,,
633,45,,,,0,,22,7.8,1.8,2.2,,,0,,0,0,,,,,,,0,BLADELET-PRO,0,,?,,,,,,
605,45,,,,0,,28.3,5.9,1.2,,,,,,0,0,,,,,,,0,BLADELET-DIS,0,,,,,,,,
671,45,,,,0,,28.3,9.1,1.9,2.2,,,,,0,0,,,,,,,0,BLADELET-PRO,0,,?,,,,,,
514,45,,,,0,,26.4,8.1,2.7,2.3,2.7,2,1,,1,0,,,,,,,0,BLADELET-PRO,0,,PUNCTIFORM,,,,,,
621,45,,,,0,,13.6,8.8,2.7,,,,,,0,0,,,,,,,0,BLADELET-MED,0,,,,,,,,
553,45,,,,0,,19.9,13.6,2.6,,,,,,1,0,,,,,,,0,BLADELET-MED,0,,,,,,,,
564,45,,,,0,,28.3,10,2.4,2.7,3,1,0,,0,0,,,,,,,0,BLADELET-PRO,0,,LINEAR,,,,,,
575,45,,,,0,,24,13.6,3.9,,,,,,0,0,,,,,,,0,BLADELET-MED,0,,,,,,,,
550,45,,,,0,,21,7.2,1.9,,,,,,0,0,,,,,,,0,BLADELET-MED,0,,,,,,,,
537,45,,,,0,,19.1,7.1,1.4,1.6,,,0,,0,0,,,,,,,0,BLADELET-PRO,0,,PUNCTIFORM,,,,,,
630,45,,,,10,,23.3,11.8,2.9,3.1,3.4,0.8,0,,1,0,,,,,,,0,BLADELET-PRO,0,,LINEAR,,,,,,
689,45,,,,0,,19.8,8.9,1.9,9.2,2.3,0.8,0,,0,0,,,,,,,0,BLADELET- PRO,0,,PUNCTIFORM,,,,,,
638,45,,,,0,,23.9,7.1,1.7,1.8,2.5,0.6,0,,0,0,,,,,,,0,BLADELET,0,,LINEAR,,,,,,
546,45,,,,0,,23.9,10.8,2.7,3.3,,,,,0,0,,,,,,,0,BLADELET,0,,,,,,BREAKAGE ON DISTAL,,
673,45,,,,0,,19,10.1,1.9,2.6,,,,,0,0,,,,,,,0,BLADELET,0,,BROKEN,,,,BREAKAGE ON BUTT,,
493,45,,,,0,,17.4,8.1,2.1,,,,,,0,0,,,,,,,0,BLADELET-MED,0,,,,,,,,
599,45,,,,0,,15.1,10.2,2.2,2.3,4,0.8,0,,0,0,,,,,,,0,BLADELET-PRO,0,,LINEAR,,,,,,
654,45,,,,0,,18.2,7.5,1.6,,,,,,0,0,,,,,,,0,BLADELET-PRO,0,,BROKEN,,,,BREAKAGE ON BUTT,,
687,45,,,,0,,10.3,5.8,1.5,,,,,,0,0,,,,,,,0,BLADELET-MED,0,,,,,,,,
653,45,,,,0,,15.8,8.6,1.8,,,,,,0,0,,,,,,,0,BLADELET-MED,0,,,,,,BURNT,,
679,45,,,,0,,15.5,6.9,1.3,,,,,,0,0,,,,,,,0,BLADELET-MED,0,,,,,,,,
573,45,,,,0,,13.9,8.3,1.7,,,,,,0,0,,,,,,,0,BLADELET-MED,0,,BURNT,,,,,,
500,45,,,,0,,17.3,9.2,3,,,,,NOTCH,1,1,DIRECT,,CONTINOUS,SHORT,LOW,SUB-PARALLEL,0,BLADELET-MED,0,,,,,,ADHESIVE?,,
576,45,,,,0,,13.1,8.3,1.5,1.9,3.3,1,0,,0,0,,,,,,,0,BLADELET-PRO,0,,,,,,,,
509,45,,,,0,,19.3,7.7,1.6,1.9,1.7,1,0,,0,0,,,,,,,0,BLADELET-PRO,0,,,,,,,,
442,45,,,,0,,17.6,8.8,3.1,,,,,,0,0,,,,,,,0,BLADELET-PRO,0,,?,,,,,,
844,72,,,,0,,27.2,17.3,2.7,,,,,,1,0,,,,,,,0,BLADE-MED,0,,,,,,,,
845,72,,,,0,,68.6,10.8,3,3.5,5.9,2.7,0,,0,0,,,,,,,0,BLADELET,0,,PLAIN,,,,,,
835,72,,,,0,,26,13.4,3.1,,,,,,1,0,,,,,,,0,BLADELET,0,,,,,,,,
837,72,,,,0,,42.3,6.5,1.5,1.8,,,,,0,0,,,,,,,0,BLADELET,0,,BROKEN,,,,,,
820,72,,,,0,,31.3,11.8,2,2.2,4.2,1.1,0,,0,0,,,,,,,0,BLADELET-PRO,0,,LINEAR,,,,,,
827,72,,,,0,,33.8,8.5,3.4,3.4,3.4,0.7,0,,0,0,,,,,,,0,BLADELET-PRO,,,,,,,,,
842,72,,,,5,,29.4,10.7,2.2,,,,,,1,0,,,,,,,0,BLADELET-MED,0,,,,,,HEAVILY USED,,
876,72,,,,0,,42.5,12.3,3.1,3.5,3,1.3,0,,1,0,,,,,,,0,BLADELET-PRO,0,,PUNCTIFORM,,,,,,
849,72,,,,0,,21.7,9.1,2,2.5,2.2,0.7,0,,0,0,,,,,,,0,BLADELET-PRO,0,,LINEAR,,,,,,
988,72,,,,0,,20.7,11.5,3,,,,,,1,0,,,,,,,0,BLADELET-MED,0,,,,,,,,
816,72,,,,0,,27.2,12.5,2.5,,,,,,1,0,,,,,,,0,BLADELET-MED,0,,,,,,BURNT,,
877,72,,,,0,,28.9,12.3,3.2,2.8,5.8,1.5,,,0,0,,,,,,,0,BLADELET-PRO,0,,LINEAR,,,,,,
828,72,,,,0,,17.6,10.6,2.8,,,,,,0,0,,,,,,,0,BLADELET-MED,0,,,,,,,,
856,72,,,,0,,21.5,13.7,5.6,,,,,,0,0,,,,,,,0,BLADELET-MED,0,,,,,,,,
895,72,,,,0,,33.4,11.5,3.2,3.7,4.5,1.6,0,,0,0,,,,,,,0,BLADELET,0,,?,,,,,,
862,72,,,,0,,20.4,8.3,2.1,,,,,,0,0,,,,,,,0,BLADELET-MED,0,,,,,,,,
853,72,,,,0,,20.4,11.3,2.6,2.6,3.5,1.3,0,,0,0,,,,,,,0,BLADELET-PRO,0,,PUNCTIFORM,,,,,,
814,72,,,,0,,44,12.7,2.4,2.5,,,1,,0,1,ALTERNATE,,PARTIAL,SHORT,LOW,SUB-PARALLEL,0,BLADELET-PRO,0,,BROKEN,,,,,,
879,72,,,,20,,24.2,11.2,2.9,3.5,3.6,1.4,0,,1,0,,,,,,,0,BLADELET-PRO,0,,PUNCTIFORM,,,,,,
870,72,,,,0,,24.9,11.8,3.6,,,,,,1,0,,,,,,,0,BLADELET-MED,0,,,,,,HEAVILY USED,,
803,72,,,,0,,31,8.8,2.5,,,,,,0,0,,,,,,,0,BLADELET-DIS,0,,,,,,,,
869,72,,,,0,,17.2,9.3,2.1,,,,,,0,0,,,,,,,0,BLADELET-DIS,0,,,,,,,,
872,72,,,,0,,21.1,10.1,2.5,2.6,3.5,1,,,0,0,,,,,,,0,DLADELET-PRO,0,,LINEAR,,,,,,
848,72,,,,0,,33.7,9.3,1.9,2.2,4,0.9,,,0,0,,,,,,,0,BLADELET-PRO,0,,LINEAR,,,,,,
889,72,,,,0,,16.6,10.8,2.2,,,,,,0,0,,,,,,,0,BLADELET-MED,0,,,,,,,,
882,72,,,,0,,23.8,7.9,2.1,2.2,,,,,0,0,,,,,,,0,BLADELET-PRO,0,,?,,,,,,
868,72,,,,0,,24.2,9.6,2.4,,,,,,0,0,,,,,,,0,BLADELET-MED,0,,,,,,,,
829,72,,,,0,,24.4,14.1,3.8,3,,,,,0,0,,,,,,,0,BLADELET-PRO,0,,BROKEN,,,,,,
841,72,,,,0,,21.2,7.3,2,2.2,1.8,,,,0,0,,,,,,,0,BLADELET,0,,BROKEN,,,,,,
884,72,,,,0,,44.6,8.9,1.9,,,,,,0,0,,,,,,,0,BLADELET-DIS,0,,,,,,,,
875,72,,,,0,,30.1,9.7,1.4,2,,,,,0,0,,,,,,,0,BLADELET,0,,PUNCTIFORM,,,,BREAKAGE ON DISTAL,,
839,72,,,,0,,20.1,9.1,3,,,,,,1,0,,,,,,,0,BLADELET-MED,0,,,,,,,,
888,72,,,,0,,20.6,11,2.8,2.9,3,,,,0,0,,,,,,,0,BLADELET-PRO,0,,PUNCTIFORM,,,,,,
817,72,,,,0,,27.9,7.9,1,1.5,2.7,0.5,,,0,0,,,,,,,0,BLADELET-PRO,0,,PUNCTIFORM,,,,,,
893,72,,,,0,,22.8,11.4,2.6,2.8,2.9,1,,,0,0,,,,,,,0,BLADELET-PRO,0,,PUNCTIFORM,,,,,,
897,72,,,,0,,21.1,8.8,1.7,,,,,,0,0,,,,,,,0,BLADELET-DIS,0,,,,,,,,
905,72,,,,0,,27.7,12.3,3,3.4,,,,,0,0,,,,,,,0,BLADELET-PRO,,,,,,,,,
906,72,,,,0,,14.8,7.4,2,,,,,,0,0,,,,,,,0,BLADELET-MED,0,,,,,,,,
900,72,,,,0,,16.7,8.6,1.9,,,,,,0,0,,,,,,,0,BLADELET-MED,0,,,,,,,,
913,67,,,,0,,52.9,14.8,3.6,,,,,,1,0,,,,,,,1,BLADELET-MED,0,,,,,,BREAKAGE ON DISTAL AND PROXIMAL,,
929,67,,,,0,,19.4,8.5,4,3.9,3.5,,,SIDE SCRAPER,1,1,DIRECT,,COUNTINOUS,SHORT,SEMI- ABRUPT,SUB-PARALLEL,0,BLADELET,0,,,,,FEATHER,BREAKAGE ON BUTT,,
917,67,,,,0,,33,11.6,3.5,,,,,DOUBLE SIDE SCRAPER,,1,DIRECT/ ALTERNATING,,COUNTINOUS,SHORT,SEMI- ABRUPT,SUB-PARALLEL,0,BLADELET-MED,0,,,,,,,,
922,67,,,,0,,42.6,14.9,4.7,4.3,4,1.1,,,1,0,,,,,,,0,BLADELET-PRO,0,,LINEAR,,,,,,
918,67,,,,0,,39.6,10.6,3,,,,,NOTCH,1,1,INVERSE,,PARTIAL,SHORT,SEMI- ABRUPT,SUB-PARALLEL,1,MED,0,,,,,,,,
928,67,,,,0,,20.9,7.4,1.9,1.8,2.5,0.7,0,,1,1,ALTERNATE,,PARTIAL,SHORT,LOW/ABRUPT,SUB-PARALLEL,0,PRO,0,,LINEAR,,,,,,
942,67,,,,0,,23.7,11.2,4.6,,,,,,1,0,,,,,,,0,DIS,0,,,,,PLUNGING,,,
938,67,,,,0,,27,22,4.2,,,,,,1,0,,,,,,,0,MED,0,,,,,,BURNT/ HEAVILY USED,,
914,67,,,,0,,17.9,11.8,3.2,,,,,,1,0,,,,,,,0,MED,0,,,,,,BURNT,,
937,67,,,,0,,21.4,19.3,8,,,,,CONVERGENT SCRAPER (?),,1,ALTERNATE,,COUNTINOUS,SHORT,LOW,STEPPED (?),0,FLAKE-DIS,0,,,,,FEATHER,,,
933,67,,,,0,,28,19,2.1,2.4,5.1,1.3,0,,1,0,,,,,,,0,PRO,0,,LINEAR,,,,,,
927,67,,,,0,,18,10,2.2,,,,,DOUBLE SIDE SCRAPER,1,1,INVERSE,,CONTINOUS,LONG,LOW,SUB-PARALLEL,0,MED,0,,,,,,,,
916,67,,,,0,,24,104.8,4.5,,,,,,1,0,,,,,,,0,DIS,0,,,,,PLUNGING,BURNT,,
*935,67,,,,0,,25.9,13.3,4,4,,,0,DOUBLE NOTCH ON RETOUCHED PIECE,1,1,INVERSE/DIRECT,,PARTIAL,SHORT,LOW,SUB-PARALLEL,0,PRO,0,,,,,,INVERSE RETOUCH ON BUTT,,
798,72,,,,0,,57,10,4.2,,,,,RETOUCH PIECE,1,1,INVERSE,,PARTIAL,SHORT,LOW,SUB-PARALLEL,1,DIS,0,,,,,FEATHERE,,,
799,72,,,,0,,48,5.8,3.6,3.8,3.7,2,0,RETOUCH PIECES,1,1,DIRECT,,DISCOUNTINOUS,SHORT,LOW,SUB-PARALLEL,1,PRO,0,,PUNCTIFORM,,,,,,
758,72,,,,0,,66,14,3.5,3.7,5.6,1.3,0,,1,0,,,,,,,1,PRO,0,,LINEAR,,,,HEAVILY USED,,
787,72,,,,0,,21,11,3.4,,,,,DOUBLE SIDE SCRAPER,1,1,DIRECT,,COUNTINOUS,SHORT,ABRUPT,SUB-PARALLEL,0,DIS,0,,,,,FEATHERE,,,
750,72,,,,0,,28,17.4,5.3,,,,,SIDE SCRAPER,1,1,INVERSE,,COUNTINOUS,SHORT,LOW,SUB-PARALLEL,0,DIS,0,,,,,FEATHERE,,,
779,72,,,,0,,38,11.7,2.7,3.1,2.3,1.1,1,SIDE SCRAPER,1,1,ALTERNATING (?),,COUNTINOUS,SHORT,LOW,SUB-PARALLEL,1,PRO,0,,PUNCTIFORM,,,,,,
793,72,,,,0,,32,18.6,4.4,,,,,BURIN (?)/ NOTCH/SCRAPER,1,1,DIRECT,,COUNTINOUS,SHORT,SEMI- ABRUPT,SUB-PARALLEL,0,DIS,0,,,,,FEATHER,,,
780,72,,,,0,,45,10,2,2.6,3.9,1.4,0,BORER,0,1,ALTERNATING,,PARTIAL,SHORT,SEMI- ABRUPT,SUB-PARALLEL,0,BLADELET,0,,LINEAR,,,FEATHER,,,
785,72,,,,0,,24.6,11.8,2.3,2.6,4.6,1.1,0,,1,0,,,,,,,0,PRO,0,,LINEAR,,,,HEAVILY USED,,
774,72,,,,0,,35,15.2,3.3,,,,,RETOUCHED PIECE,0,1,INVERSE,,PARTIAL,SHORT,LOW,SUB-PARALLEL,0,MED,0,,,,,,,,
788,72,,,,10,,37,10.5,1.8,2.4,3.3,1.2,0,,1,0,,,,,,,0,BLADELET,0,,LINEAR,,,FEATHER,,,
771,72,,,,0,,16.3,9.7,2.5,,,,,,1,0,,,,,,,1,MED,0,,,,,,HEAVILY USED,,
790,72,,,,0,,34,9.4,3.4,,,,,DOUBLE SIDE SCRAPER,1,1,ALTERNATE,,COUNTINOUS,SHORT,LOW,SUB-PARALLEL,0,DIS,0,,,,,FEATHER,,,
788,72,,,,0,,30,13.4,2.6,3.1,4,1.2,0,,1,0,,,,,,,0,PRO,0,,LINEAR,,,,HEAVILY USED,,
766,72,,,,0,,36,11.8,2.8,,,,,SIDE SCRAPER,0,1,INVERSE,,COUNTINOUS,SHORT,LOW,SUB-PARALLEL,1,MED,0,,,,,,BURNT,,
783,72,,,,0,,19,7,3.2,,,,,,1,0,,,,,,,1,MED,0,,,,,,,,
749,72,,,,0,,26.1,12.9,4.8,,,,,NOTCH/ SIDE SCRAPER,0,1,DIRECT,,COUNTINOUS,SHORT,LOW,SUB-PARALLEL,0,MED,0,,,,,,,,
970,3,,,,10,,64,23,10,9.4,22.5,7.2,0,,1,0,,,,,,,0,BLADE,0,,PLAIN,,,FEATHER,,,
998,3,,,,0,,36.7,12.9,3.5,,,,,,1,0,,,,,,,1,MED,0,,,,,,,,
1014,3,,,,0,,29.1,17,4.7,5.4,9.2,5.2,0,,1,0,,,,,,,0,FLAKE,0,,PLAIN,,,,,,
984,3,,,,20,,28.4,17,4.8,6.1,,,1,,1,0,,,,,,,0,FLAKE,?,,?,,,FEATHER,,,
1010,3,,,,0,,29.8,12.3,3.9,,,,,SIDE SCRAPER,1,1,DIRECT,,COUNTINOUS,SHORT,SEMI- ABRUPT,PARALLEL,0,BLADELET-DIS,0,,,,,PLUNGING,,,
1015,3,,,,0,,41,10,2.1,2.3,3.3,0.9,0,,1,0,,,,,,,0,,0,,LINEAR,,,PLUNGING,,,
1011,3,,,,0,,24.3,9.7,2.5,2.8,3.6,1.2,0,SIDE SCRAPER,1,1,DIRECT,,COUNTINOUS,SHORT,SEMI- ABRUPT,SUB-PARALLEL,0,BLADELET-PRO,0,,LINEAR,,,,,,
988,3,,,,0,,39,13,2.9,,,,,DOUBLE SIDE SCRAPER,1,1,INVERSE,,COUNTINOUS,SHORT,SEMI-ABRUOR/ ABRUPT,SUB-PARALLEL,1,BLADELET- MED,0,,,,,,,,
977,3,,,,10,,42.2,10.3,2.5,2.5,2.9,0.6,0,SIDE SCRAPER,1,1,DIRECT,,COUNTINOUS,SHORT,ABRUPT,SUB-PARALLEL,1,BLADELET-PRO,0,,LINEAR,,,,ADHESIVE,,
975,3,,,,0,,54,10.4,3.1,3.4,2.7,1.1,0,DOUBLE SIDE SCRAPER,1,1,INVERSE,,COUNTINOUS,SHORT,SEMI-ABRUPT,SUB-PARALLEL,1,BLADELET- PRO,0,,PUNCTIFORM,,,,ADHESIVE,,
1009,3,,,,5,,22.4,9.9,3.1,,,,,BORER,0,1,INVERSE,,COUNTINOUS,SHORT,LOW,SUB-PARALLEL,1,BLADELET-DIS,0,,,,,,,,
973,3,,,,25,,33,10.6,3.6,,,,,DOUBLE SIDE SCRAPER,0,1,INVERSE,,COUNTINOUS,SHORT,LOW,SUB-PARALLEL,1,BLADELET-MED,0,,,,,,,,
977,3,,,,0,,26,10,4.7,,,,,DOUBLE SIDE SCRAPER,0,1,DIRECT,,COUNTINOUS,SHORT,SEMI-ABRUPT,SUB-PARALLEL,0,BLADELET-MED,0,,,,,,,,
*991,3,,,,0,,25,9,2.3,2.8,2.7,1.1,0,BORER,0,1,DIRECT,,PARTIAL,SHORT,ABRUPT,SUB-PARALLEL,0,BLADELET,0,,PUNCTIFORM,,,,,,
980,3,,,,0,,21,10.6,3.3,3.8,,,,DOUBLE SIDE SCRAPER,0,1,DIRECT,,COUNTINOUS,SHORT,LOW,SUB-PARALLEL,0,BLADELET-PRO,0,,BROKEN,,,,,,
1013,3,,,,0,,31,11,3.L5,,,,,RETOUCH PIECE,0,1,DIRECT,,DISCOUNTINOUS,SHORT,LOW,SUB-PARALLEL,0,BLADELET/DIS,1,,,,,,,,
1008,3,,,,0,,17,12,2.3,2.5,1.8,1,0,,1,0,,,,,,,0,BLADELET-PRO,0,,PUNCTIFORM,,,,,,
962,67,,,,0,,29.7,13.3,2.8,3.1,7.3,2.2,0,CORE FRAGMENT,1,0,,,,,,,0,,,,DIHEDRAL,,,,,,
959,67,,,,0,,33.4,17.6,,,,,,,,,,,,,,,,,,9,,BLADELET,BULLET,,,,
960,67,,,,0,,41,13,23,,,,,,,,,,,,,,,,,10,,BLADELET,FLAT CORE,,,,
968,67,,,,0,,35.6,20,11,,,,,,,,,,,,,,,,,,,BLADELET,REJUVENTION,,,,
937,67,,,,0,,20,19,7,,,,,BACKED,,1,INVERSE,,COUNTINOUS,SHORT,ABRUPT,SUB-PARALLEL,0,BLADELET-DIS,0,,,,,,BACKED WITH ABRUPT RETOUCH,,
984,3,,,,15,,17,29,5,4.7,11,3.2,1,,1,0,,,,,,,0,FLAKE,,,WINGE,,,,,,
793,72,,,,0,,33,18,4,,,,,NOTCH,0,1,DIRECT,,COUNTINOUS,SHORT,SEMI-ABRUPT,SUB-PARALLEL,0,FLAKE,0,,,,,,,,
1354,3,,,,0,,40,8,1.9,1.9,5.2,1.1,0,,1,0,,,,,,,0,BLADELET,0,,WINGE,,,PLUNGING,,,
1384,3,,,,0,,16,11,3.7,,,,,NOTCH,0,1,INVERSE,,COUNTINOUS,SHORT,LOW,SUB-PARALLEL,0,BLADEKET/MED,0,,,,,,,,
1856,3,,,,0,,26,13.8,2.9,3.3,5,1.1,0,,1,0,,,,,,,0,BLADELET/PRO,0,,LINEAR,,,,,,
1409,3,,,,0,,9.3,2.4,1.6,1.9,3.3,0.9,0,,0,0,,,,,,,0,BLADELET/PRO,0,,LINEAR,,,,,,
1377,3,,,,0,,18.6,11.8,3,3.4,4.9,1.4,0,,0,0,,,,,,,0,BLADELET/PRO,0,,LINEAR,,,,,,
1375,3,,,,0,,42,8.5,1.3,1.5,1.9,0.4,0,,0,0,,,,,,,0,BLADELET,0,,LINEAR,,,FEATHER,,,
1410,3,,,,25,,32,10,3.1,3.7,2.5,1.3,1,SIDE SCRAPER,1,1,INVERSE,,COUNTINOUS,SHORT,LOW,SUB-PARALLEL,0,BLADELET/PRO,0,,PUNCTIFORM,,,,,,
1364,3,,,,0,,20,11.6,2.6,,,,,,1,0,,,,,,,,BLADELET/MED,0,,,,,,,,
1406,3,,,,0,,17.6,11,2,,,,,,1,0,,,,,,,0,BLADELET/MED,0,,,,,,,,
1286,3,,,,0,,37.2,13,3.4,3.9,3.4,1.6,,,1,0,,,,,,,0,BLADELET/PRO,0,,LINEAR,,,,,,
1327,3,,,,0,,23.7,12.1,2.3,2.5,2.7,1.2,0,,0,0,,,,,,,0,BLADELET/PRO,0,,PUNCTIFORM,,,,,,
